PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,DIRECCION,TIPO-NUM,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
8352971,Iglesia Cristiana Adventista del Séptimo Día. Madrid Horeb,,,,"Metro: Carpetana (línea 6)  Bus: 17, 25",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=384fcef44b421510VgnVCM2000000c205a0aRCRD,CALLE DOCTOR ZOFIO 4,V,28019,3,SAN ISIDRO,11,CARABANCHEL,437355,4471841,403.948.228.497.844,-3.738.156.333.879.840,917 377 737,info@aventista.es,"TemplosOtrasReligiones"
8353139,Iglesia Cristiana Adventista del Séptimo Día. Madrid Eben-Ezer,,,,Metro: Avenida de Guadalajara (línea 2)  Bus: 4,,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=925691f81c421510VgnVCM2000000c205a0aRCRD,CALLE RUSIA 11,V,28022,5,ROSAS,20,SAN BLAS-CANILLEJAS,448247,4475023,40.424.237.049.023.700,-36.100.802.530.279.900,917 377 737,info@aventista.es,"TemplosOtrasReligiones"
8371766,Espacio de Igualdad María Telo. Moratalaz,"El Espacio de Igualdad María Telo forma parte de la red de Espacios de Igualdad del Ayuntamiento de Madrid, servicio público especializado en la promoción de la igualdad a través de la sensibilización y concienciación ciudadana; el empoderamiento de las mujeres; y la prevención, detección y reparación de la violencia machista.","De lunes a viernes, de 10 a 14 y de 16 a 20 h En el mes de agosto el horario es de 8 a 16 h Los días 24 y 31 de diciembre el Espacio de Igualdad permanecerá cerrado.","Atención individual a mujeres en el area psicológica, jurídica y de desarrollo profesional.   Actividades grupales de sensibilización, y de prevención, detección y reparación de violencia machista, dirigidas a población general y profesionales.  Actividades grupales de empoderamiento dirigidas a mujeres.  Trabajo comunitario, con asociaciones, colectivos y otros recursos del distrito para la realización de actividades o para dar respuesta a demandas específicas.",Metro: Vinateros (Línea 9). Salida José del Prado y Palacio,Página Facebook del Espacio de Igualdad María Telo   Cuenta Instagram del Espacio de Igualdad María Telo,Instalación parcialmente accesible para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe74849c67261510VgnVCM1000000b205a0aRCRD,CALLE CAMINO DE LOS VINATEROS 51,V,28030,4,MEDIA LEGUA,14,MORATALAZ,444520,4473567,4.041.087.442.118.040,-36.538.891.267.077.600,917 520 789,mariatelo2@madrid.es,"CentrosAtencionSocial"
8598491,Dirección General de Innovación,,,,"Metro: Cruz del Rayo (línea 9) y Prosperidad (línea 4).  Bus: 29, 52, 1.  Bicimad: Estación 146 (calle María Francisca, 1).",Síguenos en @madridinnova,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f63ab4aedd8c1510VgnVCM1000000b205a0aRCRD,CALLE PRINCIPE DE VERGARA 140,V,28002,3,CIUDAD JARDIN,5,CHAMARTIN,442491,4477310,40.444.457.788.305.800,-3.678.128.728.492.120,915 884 993,innovacion@madrid.es,
8614228,Oficina de Asistencia en Materia de Registro. Vicealcaldía,,"Laborables, de lunes a viernes de 8:30 a 14 horas. Cerrado los sábados y los días 24 y 31 de diciembre. Los sábados no hay abierto ningún registro.","Las Oficinas de Registro del Ayuntamiento de Madrid están facultadas para recoger escritos dirigidos a cualquier órgano administrativo, ya sea de la Administración General del Estado, de la Administración Autonómica o de la Administración Local. En información relacionada se puede consultar lo que se debe conocer para presentar documentación en los registros del Ayuntamiento de Madrid.","Metro: Banco de España (Línea 2)  Renfe Cercanías: Recoletos  Bus: E1, 203, 14, 27, 37, 45, C03, 1, 146, 15, 2, 20, 51, 52, 74, 9, 10, 34, 001  Bicimad: Estación 86 (Plaza Cibeles)  Aparcamiento: Montalbán (49), calle Montalbán (entre calle Alfonso XI y paseo Prado)",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3ac197b25cb02510VgnVCM1000000b205a0aRCRD,CALLE MONTALBAN 1,V,28014,5,LOS JERONIMOS,3,RETIRO,441281,4474416,4.041.830.214.040.600,-3.692.131.774.719.940,010 (desde fuera del municipio de Madrid: 914 800 010),,"AyuntamientoMadrid/OficinasMunicipalesRegistro"
8637537,Sala de Estudio del Centro Sociocultural Clara Campoamor (Retiro),,"Lunes a viernes de 9 a 21 horas. Sábados, domingos y festivos de 10 a 21 horas.    Horario especial: Los días 25 de diciembre; 1 y 6 de enero y el 1 de mayo el centro permanecerá totalmente cerrado. Los días 24 y 31 de diciembre el centro permanecerá abierto hasta las 14h.",Sala Dulce Chacón (1&amp;ordf; planta): 20 puestos (Esta sala no podrá usarse como sala de estudio cuando esté ocupada por cesiones/actividades socioculturales)     Sala de estudio Gloria Fuertes (2&amp;ordf; planta): 24 puestos .  Sala Las Sinsombrero (2&amp;ordf; y 3&amp;ordf; planta): 24 puestos (Esta sala no podrá usarse como sala de estudio cuando esté ocupada por cesiones/actividades socioculturales). Zona wifi,Metro: Pacífico (línea 1 y 6),Acceso por plaza de Daoíz y Velarde.,"Accesible,Lengua de signos,Señalización podotáctil",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad345442c6452510VgnVCM2000000c205a0aRCRD,CENTRO CULTURAL DAOIZ Y VELARDE,T,,,,,DISTRITO,442533,4472559,40.401.665.198.850.000,-3.677.207.602.483.430,915 886 348,culturetiro@madrid.es,"SalasEstudioLectura"
8687369,Espacio Mujer Madrid,"ESPACIO MUJER MADRID (EMMA) es un centro de la Fundación José María de Llanos, que abrió sus puertas en el año 2013 y está dedicado a la atención integral de las mujeres, especialmente del distrito Puente de Vallecas. Desarrolla tres programas de actuación: La acogida en situación de vulnerabilidad; la atención integral, y la formación para la mejora de la empleabilidad para las mujeres en situación de desempleo o precariedad laboral. La construcción y equipamiento del centro fueron financiados por el Estado y el Ayuntamiento de Madrid. En la actualidad el centro mantiene sus actividades gracias, entre otras fuentes de financiación, a una subvención nominativa del Área de Gobierno de Políticas Sociales, Familia e Igualdad.","Lunes a viernes, de 09:30 a 20 horas. Durante el mes de agosto, permanece cerrado durante la primera quincena (excepto alojamiento) y no hay actividades grupales hasta el mes de septiembre.",Atención Integral a Mujeres  Alojamiento (para mujeres en situación de vulnerabilidad con menor/es a su cargo)  Formación y Empleo   Facebook del Espacio Mujer Madrid   X (antiguo Twitter) del Espacio Mujer Madrid   Instagram del Espacio Mujer Madrid,Cercanías: El Pozo,,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=786bd99f93ae2510VgnVCM1000000b205a0aRCRD,CALLE MARTOS 185,V,28053,1,ENTREVIAS,13,PUENTE DE VALLECAS,443818,4469650,4.037.554.078.280.240,-36.618.062.461.779.800,91 7856234,emma@fundacionjosemariadellanos.es,"CentrosAtencionSocial"
10014123,Escuela Infantil El Sitio de tu Recreo,,,Jornada continuada,"METRO: Iglesia BUS: 3 , 5 , 7 , 16 , 40 , 61 , 147",ENSEÑANZA: Primer Ciclo de Educación Infantil,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e05cb8cc0663510VgnVCM2000001f4a900aRCRD,CALLE JUAN DE AUSTRIA 7,V,28010,3,TRAFALGAR,7,CHAMBERI,440682,4475958,4.043.214.902.349.190,-3.699.343.855.523.590,914 268 107,info@elsitiodeturecreo.com,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
10014249,Escuela Infantil La Estrella Infantil,,,,"METRO: Conde Casal , Estrella BUS: 20 , 30 , 32 , 56 , 63 , 143 , 145",ENSEÑANZA: Primer Ciclo de Educación Infantil,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=43a8f77644473510VgnVCM2000001f4a900aRCRD,CALLE ESTRELLA POLAR 22,V,28007,3,ESTRELLA,3,RETIRO,443476,4473573,4.041.085.823.340.630,-36.661.934.969.691.100,917 653 087 / 636 492 506,info@estrellainfantil.com,
10014256,Colegio Británico Santo Ángel British School,,,Comedor,"METRO: Artilleros BUS: 8 , 20 , 30 , 71 , 100",ENSEÑANZA: Segundo ciclo de Educación Infantil Extranjera - Educación Primaria Extranjera,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d6bf77644473510VgnVCM2000001f4a900aRCRD,CALLE ARROYO FONTARRON 209,V,28030,5,FONTARRON,14,MORATALAZ,445356,4472177,4.039.840.968.301.250,-3.643.916.340.111.500,917 721 100,secretaria@santoangelmoratalaz.es,
10014347,Norte Joven Fuencarral,,,,"METRO: Barrio del Pilar , Peñagrande BUS: 42 , 49 , 126 , 128 , 147","ENSEÑANZAS:  ESO (Presencial y a distancia) Formación Profesional Básica:  Electricidad y electrónica: Electricidad y Electrónica Hostelería y Turismo: Cocina y Restauración Comercio y Márketing: Servicios Comerciales Madera, Mueble y Corcho: Carpintería y Mueble",Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aec2f77644473510VgnVCM2000001f4a900aRCRD,CALLE RIBADAVIA 20,V,28029,4,EL PILAR,8,FUENCARRAL-EL PARDO,440230,4480439,40.472.483.367.188.900,-3.705.094.245.869.060,,,
10047540,Centro de Día Municipal 'Nicanor Barroso',,"De 8,15 a 18 horas de Lunes a Viernes.",Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.,"Bus: 8, 20.Metro: Pavones","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=378cf0e738334510VgnVCM1000001d4a900aRCRD,CALLE ENCOMIENDA DE PALACIOS 190,V,28030,5,FONTARRON,14,MORATALAZ,445516,4472229,40.398.886.698.528.000,-36.420.364.042.780.300,918 429 849,,"CentrosAtencionSocialMayores/CentrosDiaMayores"
10085167,Punto de Información Turística Reina Sofía,Punto de Información Turística cofinanciado por el Fondo Europeo de Desarrollo Regional.,Abierto durante todo el año ofrece todo lo que el visitante necesita para disfrutar de su estancia. Todos los días del año de 10 a 18 horas.  Horarios especiales Navidad:  - 24 diciembre: Apertura en su horario habitual / Cierre al público a las 17:00 horas - 25 diciembre: Apertura a las 11:00 hrs / Cierre a la hora habitual - 31 diciembre: Apertura en su horario habitual / Cierre al público a las 17:00 horas - 1 enero: Apertura a las 11:00 hrs / Cierre a la hora habitual,"Atención presencial en varios idiomas Servicio de atención no presencial (teléfono 915 787 810 y email turismo@esmadrid.com) Atención por WhatsApp 619 111 094 Audiovisuales Autoconsulta con folletos descargables mediante código QR WIFI Gratuita Bucle magnético  Mostrador adaptado Servicio MAULSE: Servicio de interpretación de Lengua de Signos Española en remoto Guía de Turismo Accesible  También disponen de un Mapa Accesible de Madrid en braille y con un QR descargable en los dispositivos móviles para personas con discapacidad visual con toda la información turística. Además, los informadores turísticos han recibido formación específica para la atención a personas con discapacidad.","Metro: Atocha (L1), Estación del Arte (L1)  Renfe: Madrid- Atocha",,"Accesible,Lengua de signos,Bucle de inducción magnético",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8321a9a7e3525510VgnVCM2000001f4a900aRCRD,CALLE SANTA ISABEL 52,V,28012,2,EMBAJADORES,1,CENTRO,441118,4473345,4.040.864.029.339.670,-36.939.504.103.293.200,915 787 810,turismo@esmadrid.com,"OficinasTurismo"
10085202,Punto de Información Turística. Estadio Santiago Bernabéu,Punto de Información Turística cofinanciado por el Fondo Europeo de Desarrollo Regional.,Abierto durante todo el año ofrece todo lo que el visitante necesita para disfrutar de su estancia. Todos los días del año de 10 a 18 horas.  Horarios especiales Navidad:  - 24 diciembre: Apertura en su horario habitual / Cierre al público a las 17:00 horas - 25 diciembre: Apertura a las 11:00 hrs / Cierre a la hora habitual - 31 diciembre: Apertura en su horario habitual / Cierre al público a las 17:00 horas - 1 enero: Apertura a las 11:00 hrs / Cierre a la hora habitual,"Atención presencial en varios idiomas Servicio de atención no presencial (teléfono 915 787 810 y email turismo@esmadrid.com) Atención por WhatsApp 619 111 094 Audiovisuales Autoconsulta en folletos descargables WIFI Gratuita Bucle magnético  Mostrador adaptado Servicio MAULSE: Servicio de interpretación de Lengua de Signos Española en remoto.  También disponen de un Mapa Accesible de Madrid en braille y con un QR descargable en los dispositivos móviles para personas con discapacidad visual con toda la información turística. Además, los informadores turísticos han recibido formación específica para la atención a personas con discapacidad.","Metro: Santiago Bernabeu (línea 10)  Bus: 27, 40, 126, 147 y 150",,"Accesible,Lengua de signos,Bucle de inducción magnético",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2da4a9a7e3525510VgnVCM2000001f4a900aRCRD,PASEO CASTELLANA 138,V,28046,1,EL VISO,5,CHAMARTIN,441484,4478096,40.451.469.204.038.300,-3.690.081.979.473.290,915 787 810,turismo@esmadrid.com,"OficinasTurismo"
10085398,Punto de Información Turística. Paseo del Prado,Punto de Información Turística cofinanciado por el Fondo Europeo de Desarrollo Regional.,Abierto durante todo el año ofrece todo lo que el visitante necesita para disfrutar de su estancia. Lunes a domingos: 09:00 - 20:00 h  Horarios especiales Navidad:  - 24 diciembre: Apertura en su horario habitual / Cierre al público a las 17:00 horas - 25 diciembre: Apertura a las 11:00 hrs / Cierre a la hora habitual - 31 diciembre: Apertura en su horario habitual / Cierre al público a las 17:00 horas - 1 enero: Apertura a las 11:00 hrs / Cierre a la hora habitual,"Atención presencial en varios idiomas   Audiovisuales  Servicio de atención no presencial (teléfono 915 787 810, de 9 a 20 horas y email (turismo@esmadrid.com) Atención por WhatsApp 619 111 094, de 9 a 20 horas WIFI Gratuita Bucle magnético Mostrador adaptado Servicio de interpretación de Lengua de Signos Española en remoto.  También disponen de un Mapa Accesible de Madrid en braille y con un QR descargable en los dispositivos móviles para personas con discapacidad visual con toda la información turística. Además, los informadores turísticos han recibido formación específica para la atención a personas con discapacidad.","Metro: Banco de España (línea 2), Estación del Arte (L1), Sevilla (L2)",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f6bdae9bb525510VgnVCM2000001f4a900aRCRD,PLAZA CANOVAS DEL CASTILLO 1,V,28014,5,LOS JERONIMOS,3,RETIRO,441191,4474104,4.041.548.874.705.110,-3.693.162.455.241.060,915 787 810,turismo@esmadrid.com,"OficinasTurismo"
10089621,Centro de estudios profesionales de la Universidad Camilo José Cela. Centro Ferraz,Centro Privado de Formación Profesional Específica,,,"Metro: Ventura Rodríguez (línea 3), Arg&amp;uuml;elles (líneas 3, 4 y 6)  Bus: 62, 74",Formación profesional de grado superior  Comercio y marketing:  Transporte y Logística  Servicios socioculturales y a la comunidad:  Educación infantil,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8dc89d6440a35510VgnVCM1000001d4a900aRCRD,CALLE QUINTANA 21,V,28008,2,ARGUELLES,9,MONCLOA-ARAVACA,439040,4475423,404.272.124.022.048,-3.718.641.532.509.130,,,"CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados"
10089702,Grupo CTO Centro de Formación,Centro privado de formación profesional específica,,,"Metro: Avenida de América (líneas, 4, 6, 7 y 9)   Bus: C1, 29, 52, 73, C2, 12, 200, 72, 122",Formación profesional de grado superior  Sanidad:  Dietética Documentación y administración sanitarias  Seguridad y Medio ambiente:  Química y salud ambiental,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b4329d6440a35510VgnVCM1000001d4a900aRCRD,CALLE FRANCISCO SILVELA 106,V,28002,2,PROSPERIDAD,5,CHAMARTIN,442446,4476690,40.438.871.985.750.500,-36.786.106.148.462.500,917 824 330,,"CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados"
10089761,Centro de enseñanza Instede FP,Centro privado de formación profesional específica.,,,"Metro: Plaza Elíptica (líneas 6 y 11)    Bus: 247, 47, 81, 60, 155, 55, 116, E1, SE831, SE701",Formación profesional grado medio   Actividades físicas y deportivas:  Guía en el medio natural y de tiempo libre   Formación profesional grado superior  Actividades físicas y deportivas:  Acondicionamiento físico Enseñanza y animación sociodeportiva,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0aa5ff0060a35510VgnVCM2000001f4a900aRCRD,PLAZA ELIPTICA 2,V,28026,6,ZOFIO,12,USERA,439130,4470725,40.384.900.852.474.300,-3.717.130.029.150.560,910 518 481 / 690 170 608,secretaria@instede.com,"CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados"
10089864,Centro de educación Aprendea FP,Centro privado de formación profesional específica.,,,"Metro: Carabanchel Alto (línea 11)  Bus: 35, 47, 34, 139",Formación profesional de grado superior  Informática y comunicaciones:  Desarrollo de aplicaciones multiplataforma Desarrollo de aplicaciones web,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba89f637f4845510VgnVCM1000001d4a900aRCRD,CALLE ROA 4,V,28044,6,BUENAVISTA,11,CARABANCHEL,436074,4469419,4.037.290.702.587.100,-37.530.057.055.458.700,,,"CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados"
10089932,La Salle formación profesional Aravaca,,,,Bus: 161,Formación profesional de grado superior  Sanidad:  Dietética Higiene Bucodental Documentación y administración sanitarias  Servicios socioculturales y a a la comunidad:  Educación infantil Integración social  Informática y comunicaciones:  Desarrollo de aplicaciones web,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe82dc57cef35510VgnVCM2000001f4a900aRCRD,CALLE LA SALLE 8,V,28023,5,VALDEMARIN,9,MONCLOA-ARAVACA,433799,4479789,40.466.143.351.197.500,-3.780.883.850.085.370,917 401 980,,"CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados"
